Name{string},Location{string},Type{string},Latitude{decimal},Longitude{decimal},Elevation (m){decimal},SHPLATRAD{decimal},SHPLONRAD{decimal},Point_Features{point}
Lysuhóll,Iceland-W,Pyroclastic cones,64.87,-23.25,540,1.13219508576872,-0.405789051088682,POINT(-23.25 64.87)
Ma Alalta,Ethiopia,Stratovolcano,13.02,40.2,1815,0.227241868609662,0.701622359301721,POINT(40.2 13.02)
Maca,Chile-S,Stratovolcano,-45.1,-73.17,2960,-0.787143492649443,-1.27705741368425,POINT(-73.17 -45.1)
Macauley Island,Kermadec Is,Caldera,-30.2,-178.47,238,-0.527089434102287,-3.11488911603428,POINT(-178.47 -30.2)
Macdonald,Austral Is-C Pacific,Submarine volcano,-28.98,-140.25,-39,-0.505796417227957,-2.44782427592205,POINT(-140.25 -28.98)
Machín,Colombia,Stratovolcano,4.48,-75.39,2650,0.078190750489346,-1.31580372307852,POINT(-75.39 4.48)
Madeira,Azores,Shield volcano,32.73,-16.97,1862,0.571246264177744,-0.296182374063438,POINT(-16.97 32.73)
Maderas,Nicaragua,Stratovolcano,11.45,-85.52,1394,0.199840199353351,-1.49260557630555,POINT(-85.52 11.45)
Madilogo,New Guinea,Pyroclastic cone,-9.2,147.57,850,-0.160570291183478,2.57558237716803,POINT(147.57 -9.2)
Mageik,Alaska Peninsula,Stratovolcano,58.2,-155.25,2165,1.0157816246607,-2.7096236637212,POINT(-155.25 58.2)
Mahagnao,Philippines-C,Stratovolcano,10.9,125.87,860,0.190240888467382,2.19684592948526,POINT(125.87 10.9)
Mahawu,Sulawesi-Indonesia,Stratovolcano,1.36,124.86,1324,0.023736477827123,2.17921810404012,POINT(124.86 1.36)
Maipo,Chile-C,Caldera,-34.16,-69.83,5264,-0.596204472481263,-1.21876341666764,POINT(-69.83 -34.16)
Makaturing,Mindanao-Philippines,Stratovolcano,7.65,124.32,1940,0.133517687777566,2.16979332607935,POINT(124.32 7.65)
Makian,Halmahera-Indonesia,Stratovolcano,0.32,127.4,1357,0.005585053606382,2.22354946704078,POINT(127.4 0.32)
Makushin,Aleutian Is,Stratovolcano,53.89,-166.92,1800,0.940557933899744,-2.91330358742893,POINT(-166.92 53.89)
Malabar,Java,Stratovolcano,-7.13,107.65,2343,-0.124441975667196,1.8788469397719,POINT(107.65 -7.13)
Malang Plain,Java,Maars,-8.02,112.68,680,-0.139975406009945,1.96663700114721,POINT(112.68 -8.02)
"Malinche, La",México,Stratovolcano,19.23,-98.03,4461,0.33562681515851,-1.71094626573004,POINT(-98.03 19.23)
Malindang,Mindanao-Philippines,Stratovolcano,8.22,123.63,2404,0.143466064513934,2.15775055424059,POINT(123.63 8.22)
Malindig,Luzon-Philippines,Stratovolcano,13.24,122.02,1157,0.231081592964049,2.12965075328348,POINT(122.02 13.24)
Mallahle,Ethiopia,Stratovolcano,13.27,41.65,1875,0.231605191739647,0.726929633455638,POINT(41.65 13.27)
Maly Payalpan,Kamchatka,Shield volcanoes,55.82,157.98,1802,0.974242788463235,2.75727115230064,POINT(157.98 55.82)
Maly Semiachik,Kamchatka,Caldera,54.13,159.67,1560,0.944746724104531,2.78676721665935,POINT(159.67 54.13)
Mammoth Mountain,US-California,Lava domes,37.63,-119.03,3369,0.656767397525466,-2.07746540864885,POINT(-119.03 37.63)
Managlase Plateau,New Guinea,Volcanic field,-9.08,148.33,1342,-0.158475896081085,2.58884687948319,POINT(148.33 -9.08)
Manam,New Guinea-NE of,Stratovolcano,-4.08,145.04,1807,-0.071209433481369,2.53142554709257,POINT(145.04 -4.08)
Manda Hararo,Ethiopia,Shield volcanoes,12.17,40.82,600,0.21240656996771,0.712443400664085,POINT(40.82 12.17)
Manda-Inakir,Ethiopia,Fissure vents,12.38,42.2,600,0.216071761396898,0.736528944341607,POINT(42.2 12.38)
Mandalagan,Philippines-C,Complex volcano,10.65,123.25,1885,0.185877565337396,2.15111830308301,POINT(123.25 10.65)
Manengouba,Africa-W,Stratovolcano,5.03,9.83,2411,0.087790061375315,0.171565865471043,POINT(9.83 5.03)
Manuk,Banda Sea,Stratovolcano,-5.53,130.29,282,-0.096516707635286,2.27398948242341,POINT(130.29 -5.53)
Manzaz Volc Field,Africa-N,Scoria cones,23.92,5.83,1672,0.417482757077044,0.101752695391269,POINT(5.83 23.92)
Marapi,Sumatra,Complex volcano,-0.38,100.47,2891,-0.006632251157578,1.7535322994787,POINT(100.47 -0.38)
Marchena,Galápagos,Shield volcano,0.33,-90.47,343,0.005759586531581,-1.57899937427927,POINT(-90.47 0.33)
Mare,Halmahera-Indonesia,Stratovolcano,0.57,127.4,308,0.009948376736368,2.22354946704078,POINT(127.4 0.57)
"Marha, Jabal el-",Arabia-S,Tuff cone,15.25,44.24,2506,0.266162710929135,0.772133661082291,POINT(44.24 15.25)
"Mariñaqui, Laguna",Chile-C,Cinder cones,-38.27,-71.1,2143,-0.66793750473823,-1.24092909816797,POINT(-71.1 -38.27)
Marion Island,Indian O.-S,Shield volcanoes,-46.9,37.75,1230,-0.81855941918534,0.658861792627859,POINT(37.75 -46.9)
Mariveles,Luzon-Philippines,Stratovolcano,14.52,120.47,1388,0.253421807389577,2.10259814987757,POINT(120.47 14.52)
Markagunt Plateau,US-Utah,Volcanic field,37.58,-112.67,2840,0.655894732899469,-1.96646246822201,POINT(-112.67 37.58)
Maroa,New Zealand,Calderas,-38.42,176.08,1156,-0.670555498616221,3.07317574691162,POINT(176.08 -38.42)
"Marra, Jebel",Africa-N,Volcanic field,12.95,24.27,3042,0.226020138133266,0.423591409459024,POINT(24.27 12.95)
Marsabit,Africa-E,Shield volcano,2.32,37.97,1707,0.040491638646269,0.662701516982247,POINT(37.97 2.32)
Martin,Alaska Peninsula,Stratovolcano,58.17,-155.36,1863,1.0152580258851,-2.71154352589839,POINT(-155.36 58.17)
Masaraga,Luzon-Philippines,Stratovolcano,13.32,123.6,1328,0.232477856365645,2.15722695546499,POINT(123.6 13.32)
Masaya,Nicaragua,Caldera,11.98,-86.16,635,0.209090444388921,-1.50377568351831,POINT(-86.16 11.98)
Mascota Volc Field,México,Cinder cones,20.62,-104.83,2560,0.359886891761231,-1.82962865486566,POINT(-104.83 20.62)
Mashkovtsev,Kamchatka,Stratovolcano,51.1,156.72,503,0.891863247769102,2.73528000372551,POINT(156.72 51.1)
Mashu,Hokkaido-Japan,Caldera,43.57,144.57,855,0.760439955093929,2.5232224996082,POINT(144.57 43.57)
Mat Ala,Ethiopia,Shield volcano,13.1,41.15,523,0.228638132011257,0.718202987195667,POINT(41.15 13.1)
Matthew Island,SW Pacific,Stratovolcano,-22.33,171.32,177,-0.389732021970334,2.99009807451668,POINT(171.32 -22.33)
Matutum,Mindanao-Philippines,Stratovolcano,6.37,125.07,2286,0.111177473352039,2.18288329546931,POINT(125.07 6.37)
Maug Islands,Mariana Is-C Pacific,Stratovolcano,20.02,145.22,227,0.349414916249265,2.53456713974616,POINT(145.22 20.02)
"Maule, Laguna del",Chile-C,Caldera,-36.02,-70.58,3092,-0.628667596568358,-1.2318533860576,POINT(-70.58 -36.02)
Mauna Kea,Hawaiian Is,Shield volcano,19.82,-155.47,4205,0.345924257745276,-2.71346338807558,POINT(-155.47 19.82)
Mauna Loa,Hawaiian Is,Shield volcano,19.48,-155.61,4170,0.339990138288495,-2.71590684902838,POINT(-155.61 19.48)
Mayon,Luzon-Philippines,Stratovolcano,13.26,123.69,2462,0.231430658814448,2.15879775179179,POINT(123.69 13.26)
Mayor Island,New Zealand,Shield volcano,-37.28,176.25,355,-0.650658745143486,3.07614280664001,POINT(176.25 -37.28)
May-ya-moto,Africa-C,Fumarole field,-0.93,29.33,950,-0.016231562043547,0.511905069609937,POINT(29.33 -0.93)
McDonald Islands,Indian O.-S,Complex volcano,-53.03,72.6,230,-0.925548102332593,1.26710903694788,POINT(72.6 -53.03)
"McLoughlin, Mount",US-Oregon,Lava Cone,42.4,-122.3,2894,0.740019602845596,-2.13453767518906,POINT(-122.3 42.4)
Meager,Canada,Complex volcano,50.63,-123.5,2680,0.883660200284729,-2.155481626213,POINT(-123.5 50.63)
Medicine Lake,US-California,Shield volcano,41.61,-121.55,2412,0.72623150175484,-2.12144770579911,POINT(-121.55 41.61)
Medvezhia,Kuril Is,Somma volcano,45.39,148.84,1125,0.792204947480226,2.59774805866836,POINT(148.84 45.39)
Mega Basalt Field,Ethiopia,Pyroclastic cones,4.08,37.42,1067,0.071209433481369,0.653102206096278,POINT(37.42 4.08)
Megata,Honshu-Japan,Maars,39.95,139.73,291,0.697259036171735,2.43874856381168,POINT(139.73 39.95)
Mehetia,Society Is-C Pacific,Stratovolcano,-17.87,-148.07,435,-0.311890337331387,-2.584309023428,POINT(-148.07 -17.87)
Meidob Volc Field,Africa-N,Scoria cones,15.32,26.47,2000,0.267384441405531,0.461988653002899,POINT(26.47 15.32)
Melbourne,Antarctica,Stratovolcano,-74.35,164.7,2732,-1.29765229885778,2.87455727803466,POINT(164.7 -74.35)
Melimoyu,Chile-S,Stratovolcano,-44.08,-72.88,2400,-0.7693411342791,-1.27199595885347,POINT(-72.88 -44.08)
Menan Buttes,US-Idaho,Tuff cone,43.6,-111.5,1713,0.760963553869528,-1.94604211597368,POINT(-111.5 43.6)
Mendeleev,Kuril Is,Stratovolcano,43.98,145.74,888,0.767595805027106,2.54364285185654,POINT(145.74 43.98)
Menengai,Africa-E,Shield volcano,-0.2,36.07,2278,-0.003490658503989,0.629540261194355,POINT(36.07 -0.2)
Mentolat,Chile-S,Stratovolcano,-44.7,-73.08,1660,-0.780162175641465,-1.27548661735746,POINT(-73.08 -44.7)
Merapi,Java,Stratovolcano,-7.54,110.44,2968,-0.131597825600372,1.92754162590254,POINT(110.44 -7.54)
Merbabu,Java,Stratovolcano,-7.45,110.43,3145,-0.130027029273578,1.92736709297734,POINT(110.43 -7.45)
Mere Lava,Vanuatu-SW Pacific,Stratovolcano,-14.45,168.05,1028,-0.252200076913181,2.93302580797647,POINT(168.05 -14.45)
Meru,Africa-E,Stratovolcano,-3.25,36.75,4565,-0.056723200689816,0.641408500107916,POINT(36.75 -3.25)
Methana,Greece,Lava domes,37.62,23.34,760,0.656592864600267,0.407359847415477,POINT(23.34 37.62)
Metis Shoal,Tonga-SW Pacific,Submarine volcano,-19.18,-174.87,43,-0.334754150532512,-3.05205726296248,POINT(-174.87 -19.18)
Mezhdusopochny,Kamchatka,Shield volcano,57.47,160.25,1641,1.00304072112114,2.79689012632091,POINT(160.25 57.47)
Michael,Antarctica,Stratovolcano,-57.78,-26.45,990,-1.00845124180232,-0.4616395871525,POINT(-26.45 -57.78)
Michoacán-Guanajuato,México,Cinder cones,19.85,-101.75,3860,0.346447856520874,-1.77587251390423,POINT(-101.75 19.85)
Middle Gobi,Mongolia,Cinder cones,45.28,106.7,1120,0.790285085303032,1.86226631187795,POINT(106.7 45.28)
Mikura-jima,Izu Is-Japan,Stratovolcano,33.87,139.61,851,0.591143017650479,2.43665416870928,POINT(139.61 33.87)
Milbanke Sound Group,Canada,Cinder cones,52.5,-128.73,335,0.916297857297023,-2.2467623460923,POINT(-128.73 52.5)
Milne,Kuril Is,Somma volcano,46.82,151.78,1540,0.817163155783745,2.64906073867699,POINT(151.78 46.82)
Mílos,Greece,Stratovolcanoes,36.7,24.44,751,0.640535835481919,0.426558469187414,POINT(24.44 36.7)
Minami Kasuga,Volcano Is-Japan,Submarine volcano,21.6,143.64,-274,0.376991118430775,2.50699093756465,POINT(143.64 21.6)
Minami-Hiyoshi,Volcano Is-Japan,Submarine volcano,23.5,141.94,-30,0.410152374218668,2.47732034028075,POINT(141.94 23.5)
Minchinmávida,Chile-S,Stratovolcano,-42.79,-72.44,2404,-0.746826386928374,-1.26431651014469,POINT(-72.44 -42.79)
Miñiques,Chile-N,Stratovolcanoes,-23.82,-67.77,5910,-0.415737427825049,-1.18280963407656,POINT(-67.77 -23.82)
Miravalles,Costa Rica,Stratovolcano,10.75,-85.15,2028,0.18762289458939,-1.48614785807317,POINT(-85.15 10.75)
"Misti, El",Perú,Stratovolcano,-16.29,-71.41,5822,-0.284314135149876,-1.24633961884915,POINT(-71.41 -16.29)
Miyake-jima,Izu Is-Japan,Stratovolcano,34.08,139.53,815,0.594808209079667,2.43525790530769,POINT(139.53 34.08)
Mocho-Choshuenco,Chile-C,Stratovolcanoes,-39.93,-72.03,2422,-0.696909970321336,-1.25716066021152,POINT(-72.03 -39.93)
Moffett,Aleutian Is,Stratovolcano,51.94,-176.75,1196,0.906524013485855,-3.08486945289998,POINT(-176.75 51.94)
Mojanda,Ecuador,Stratovolcanoes,0.13,-78.27,4263,0.002268928027593,-1.36606920553596,POINT(-78.27 0.13)
Mokuyo Seamount,Izu Is-Japan,Submarine volcano,28.32,140.57,-920,0.494277244164794,2.45340932952843,POINT(140.57 28.32)
Mombacho,Nicaragua,Stratovolcano,11.83,-85.97,1344,0.206472450510929,-1.50045955793953,POINT(-85.97 11.83)
Momotombo,Nicaragua,Stratovolcano,12.42,-86.54,1297,0.216769893097696,-1.51040793467589,POINT(-86.54 12.42)
Monaco Bank,Azores,Submarine volcano,37.6,-25.88,-197,0.656243798749868,-0.451691210416133,POINT(-25.88 37.6)
Mono Craters,US-California,Lava domes,37.88,-119,2796,0.661130720655452,-2.07694180987325,POINT(-119 37.88)
Mono Lake Volc Field,US-California,Cinder cones,38,-119.03,2121,0.663225115757845,-2.07746540864885,POINT(-119.03 38)
Monowai Seamount,Kermadec Is,Submarine volcano,-25.89,-177.19,-100,-0.451865743341332,-3.09254890160875,POINT(-177.19 -25.89)
Montagu Island,Antarctica,Shield volcano,-58.42,-26.33,1370,-1.01962134901509,-0.459545192050107,POINT(-26.33 -58.42)
Moti,Halmahera-Indonesia,Stratovolcano,0.45,127.4,950,0.007853981633974,2.22354946704078,POINT(127.4 0.45)
Motlav,Vanuatu-SW Pacific,Stratovolcano,-13.67,167.67,411,-0.238586508747625,2.92639355681889,POINT(167.67 -13.67)
Moua Pihaa,Society Is-C Pacific,Submarine volcano,-18.32,-148.67,-160,-0.319744318965361,-2.59478099893997,POINT(-148.67 -18.32)
Mousa Alli,Ethiopia,Stratovolcano,12.47,42.4,2028,0.217642557723693,0.740019602845596,POINT(42.4 12.47)
Moyuta,Guatemala,Stratovolcano,14.03,-90.1,1662,0.244869694054804,-1.57254165604689,POINT(-90.1 14.03)
Muhavura,Africa-C,Stratovolcano,-1.38,29.67,4127,-0.024085543677522,0.517839189066718,POINT(29.67 -1.38)
Mundua,New Britain-SW Pac,Complex volcano,-4.63,149.35,179,-0.080808744367338,2.60664923785353,POINT(149.35 -4.63)
Muria,Java,Stratovolcano,-6.62,110.88,1625,-0.115540796482025,1.93522107461131,POINT(110.88 -6.62)
Musa River,New Guinea,Hydrothermal field,-9.31,148.13,808,-0.162490153360672,2.5853562209792,POINT(148.13 -9.31)
Musuan,Mindanao-Philippines,Lava dome,7.88,125.07,646,0.137531945057153,2.18288329546931,POINT(125.07 7.88)
Mutnovsky,Kamchatka,Complex volcano,52.45,158.2,2322,0.915425192671026,2.76111087665503,POINT(158.2 52.45)
Myojin Knoll,Izu Is-Japan,Submarine volcano,32.1,139.85,360,0.56025068989018,2.44084295891407,POINT(139.85 32.1)
Myoko,Honshu-Japan,Stratovolcano,36.89,138.12,2446,0.643851961060708,2.41064876285457,POINT(138.12 36.89)
Nabro,Ethiopia,Stratovolcano,13.37,41.7,2218,0.233350520991642,0.727802298081635,POINT(41.7 13.37)
Nabukelevu,Fiji Is-SW Pacific,Lava domes,-19.12,177.98,805,-0.333706952981316,3.10633700269951,POINT(177.98 -19.12)
Nakano-shima,Ryukyu Is,Stratovolcanoes,29.86,129.86,979,0.521155314645507,2.26648456663984,POINT(129.86 29.86)
Namarunu,Africa-E,Shield volcano,1.98,36.43,817,0.034557519189488,0.635823446501534,POINT(36.43 1.98)
Nantai,Honshu-Japan,Stratovolcano,36.76,139.49,2486,0.641583033033115,2.43455977360689,POINT(139.49 36.76)
Naolinco Volc Field,México,Pyroclastic cones,19.67,-96.75,2000,0.343306263867285,-1.68860605130451,POINT(-96.75 19.67)
Narcondum,Andaman Is-Indian O,Stratovolcano,13.43,94.28,710,0.234397718542838,1.64549641878025,POINT(94.28 13.43)
Narugo,Honshu-Japan,Caldera,38.73,140.73,470,0.675966019297404,2.45620185633162,POINT(140.73 38.73)
Nasu,Honshu-Japan,Stratovolcanoes,37.12,139.97,1915,0.647866218340295,2.44293735401646,POINT(139.97 37.12)
Natib,Luzon-Philippines,Stratovolcano,14.72,120.4,1253,0.256912465893565,2.10137641940117,POINT(120.4 14.72)
Nazko,Canada,Cinder cones,52.9,-123.73,1230,0.923279174305,-2.15949588349258,POINT(-123.73 52.9)
Ndete Napu,Lesser Sunda Is,Fumarole field,-8.72,121.78,750,-0.152192710773906,2.12546196307869,POINT(121.78 -8.72)
"Negra, Sierra",Galápagos,Shield volcano,-0.83,-91.17,1124,-0.014486232791553,-1.59121667904323,POINT(-91.17 -0.83)
"Negrillar, El",Chile-N,Pyroclastic cones,-24.18,-68.25,3500,-0.422020613132229,-1.19118721448613,POINT(-68.25 -24.18)
"Negrillar, La",Chile-N,Pyroclastic cones,-24.28,-68.6,4109,-0.423765942384223,-1.19729586686811,POINT(-68.6 -24.28)
"Negro de Mayasquer, Cerro",Colombia,Stratovolcano,0.83,-77.96,4445,0.014486232791553,-1.36065868485478,POINT(-77.96 0.83)
"Negro, Cerro",Nicaragua,Cinder cones,12.51,-86.7,728,0.218340689424491,-1.51320046147908,POINT(-86.7 12.51)
Nejapa-Miraflores,Nicaragua,Fissure vents,12.12,-86.32,360,0.211533905341713,-1.50656821032151,POINT(-86.32 12.12)
Nemo Peak,Kuril Is,Caldera,49.57,154.81,1018,0.865159710213589,2.70194421501242,POINT(154.81 49.57)
Nemrut Dagi,Turkey,Stratovolcano,38.65,42.23,2948,0.674569755895808,0.737052543117205,POINT(42.23 38.65)
"Nevada, Sierra",Chile-N,Complex volcano,-26.48,-68.58,6127,-0.462163185928099,-1.19694680101771,POINT(-68.58 -26.48)
Nevis Peak,W Indies,Stratovolcano,17.15,-62.58,985,0.299323966717027,-1.09222704589805,POINT(-62.58 17.15)
Newberry,US-Oregon,Shield volcano,43.72,-121.23,2434,0.763057948971921,-2.11586265219273,POINT(-121.23 43.72)
Newer Volcanics Prov,Australia,Shield volcanoes,-37.77,142.5,1011,-0.659210858478258,2.48709418409192,POINT(142.5 -37.77)
Ngozi,Africa-E,Caldera,-8.97,33.57,2622,-0.156556033903891,0.585907029894496,POINT(33.57 -8.97)
"Nicholson, Cerro",Perú,Cinder cone,-16.26,-71.73,2520,-0.283790536374278,-1.25192467245553,POINT(-71.73 -16.26)
Nieuwerkerk,Banda Sea,Submarine volcano ?,-6.6,124.68,-2285,-0.115191730631626,2.17607651138653,POINT(124.68 -6.6)
Niigata-Yake-yama,Honshu-Japan,Lava dome,36.92,138.04,2400,0.644375559836306,2.40925249945297,POINT(138.04 36.92)
Nii-jima,Izu Is-Japan,Lava domes,34.39,139.27,432,0.60021872976085,2.4307200492525,POINT(139.27 34.39)
Nikko,Volcano Is-Japan,Submarine volcano,23.08,142.31,-391,0.402821991360291,2.48377805851313,POINT(142.31 23.08)
Nikko-Shirane,Honshu-Japan,Shield volcano,36.8,139.38,2578,0.642281164733913,2.4326399114297,POINT(139.38 36.8)
Nila,Banda Sea,Stratovolcano,-6.73,129.5,781,-0.117460658659218,2.26020138133266,POINT(129.5 -6.73)
Nipesotsu-Maruyama,Hokkaido-Japan,Stratovolcanoes,43.45,143.04,2013,0.758345559991536,2.49651896205269,POINT(143.04 43.45)
Niseko,Hokkaido-Japan,Stratovolcanoes,42.88,140.63,1154,0.748397183255169,2.45445652707963,POINT(140.63 42.88)
Nishino-shima,Volcano Is-Japan,Caldera,27.27,140.88,38,0.475951287018854,2.45881985020961,POINT(140.88 27.27)
Nisyros,Greece,Stratovolcano,36.59,27.16,698,0.638615973304725,0.47403142484166,POINT(27.16 36.59)
Niuafo'ou,Tonga-SW Pacific,Shield volcano,-15.6,-175.63,260,-0.272271363311115,-3.06532176527764,POINT(-175.63 -15.6)
Norikura,Honshu-Japan,Stratovolcanoes,36.1,137.56,3026,0.630063859969953,2.4008749190434,POINT(137.56 36.1)
North Gorda Ridge,Pacific-NE,Submarine volcano,42.67,-126.78,-3000,0.74473199182598,-2.21272842567841,POINT(-126.78 42.67)
North Island,Africa-E,Tuff cones,4.07,36.05,520,0.071034900556169,0.629191195343956,POINT(36.05 4.07)
North Sister Field,US-Oregon,Complex volcano,44.17,-121.77,3074,0.770911930605895,-2.1252874301535,POINT(-121.77 44.17)
North Vate,Vanuatu-SW Pacific,Stratovolcanoes,-17.47,168.35,594,-0.304909020323409,2.93826179573245,POINT(168.35 -17.47)
Northern EPR-Segment RO2,Pacific-E,Submarine volcano,16.55,-105.32,-2700,0.288851991205062,-1.83818076820043,POINT(-105.32 16.55)
Northern EPR-Segment RO3,Pacific-E,Submarine volcano,15.83,-105.43,-2300,0.276285620590702,-1.84010063037762,POINT(-105.43 15.83)
Nosy-Be,Madagascar,Cinder cones,-13.32,48.48,214,-0.232477856365645,0.846135621366851,POINT(48.48 -13.32)
Novarupta,Alaska Peninsula,Caldera,58.27,-155.16,841,1.0170033551371,-2.7080528673944,POINT(-155.16 58.27)
Nuevo Mundo,Bolivia,Lava domes,-19.78,-66.48,5438,-0.345226126044478,-1.16029488672583,POINT(-66.48 -19.78)
Numazawa,Honshu-Japan,Shield volcano,37.45,139.58,1100,0.653625804871876,2.43613056993368,POINT(139.58 37.45)
Nunivak Island,Alaska-W,Shield volcano,60.02,-166.33,511,1.047546617047,-2.90300614484217,POINT(-166.33 60.02)
NW Eifuku,Volcano Is-Japan,Submarine volcano,21.49,144.04,-1535,0.375071256253581,2.51397225457263,POINT(144.04 21.49)
NW Rota-1,Mariana Is-C Pacific,Submarine volcano,14.6,144.78,-517,0.254818070791172,2.52688769103739,POINT(144.78 14.6)
Nyambeni Hills,Africa-E,Shield volcano,0.23,37.87,750,0.004014257279587,0.660956187730253,POINT(37.87 0.23)
Nyamuragira,Africa-C,Shield volcano,-1.41,29.2,3058,-0.02460914245312,0.509636141582344,POINT(29.2 -1.41)
Nyiragongo,Africa-C,Stratovolcano,-1.52,29.25,3470,-0.026529004630314,0.510508806208341,POINT(29.25 -1.52)
Nylgimelkin,Kamchatka,Shield volcanoes,57.97,160.65,1764,1.01176736738111,2.80387144332889,POINT(160.65 57.97)
O'a Caldera,Ethiopia,Caldera,7.47,38.58,2075,0.130376095123976,0.673348025419412,POINT(38.58 7.47)
Ofu-Olosega,Samoa-SW Pacific,Shield volcanoes,-14.18,-169.62,639,-0.247487687932796,-2.96042747723278,POINT(-169.62 -14.18)
"Ojos del Salado, Nevados",Chile-N,Stratovolcano,-27.12,-68.55,6887,-0.473333293140862,-1.19642320224211,POINT(-68.55 -27.12)
Oka Plateau,Russia-SE,Cinder cones,52.7,98.98,2077,0.919788515801012,1.72752689362399,POINT(98.98 52.7)
Okataina,New Zealand,Lava domes,-38.12,176.5,1111,-0.665319510860238,3.08050612976999,POINT(176.5 -38.12)
Oki-Dogo,Honshu-Japan,Shield volcano,36.18,133.33,151,0.631460123371548,2.32704749168404,POINT(133.33 36.18)
Okmok,Aleutian Is,Shield volcano,53.43,-168.13,1073,0.93252941934057,-2.93442207137807,POINT(-168.13 53.43)
Oku Volc Field,Africa-W,Stratovolcano,6.25,10.5,3011,0.109083078249646,0.183259571459405,POINT(10.5 6.25)
Ol Doinyo Lengai,Africa-E,Stratovolcano,-2.77,35.91,2962,-0.048345620280243,0.626747734391164,POINT(35.91 -2.77)
Ol Kokwe,Africa-E,Shield volcano,0.62,36.08,1130,0.010821041362365,0.629714794119554,POINT(36.08 0.62)
Olca-Paruma,Chile-N,Stratovolcanoes,-20.93,-68.48,5407,-0.365297412442413,-1.19520147176572,POINT(-68.48 -20.93)
Olkaria,Africa-E,Pumice cones,-0.9,36.29,2434,-0.015707963267949,0.633379985548742,POINT(36.29 -0.9)
Olkoviy Volc Group,Kamchatka,Volcanic field,52.02,157.53,681,0.90792027688745,2.74941717066667,POINT(157.53 52.02)
Ollagüe,Chile-N,Stratovolcano,-21.3,-68.18,5868,-0.371755130674792,-1.18996548400973,POINT(-68.18 -21.3)
Olot Volc Field,Spain,Pyroclastic cones,42.17,2.53,893,0.736005345566009,0.044156830075457,POINT(2.53 42.17)
Omanago Group,Honshu-Japan,Lava domes,36.79,139.51,2367,0.642106631808714,2.43490883945729,POINT(139.51 36.79)
On-take,Honshu-Japan,Complex volcano,35.89,137.48,3063,0.626398668540765,2.3994786556418,POINT(137.48 35.89)
Opala,Kamchatka,Caldera,52.54,157.34,2475,0.916995988997821,2.74610104508788,POINT(157.34 52.54)
Öraefajökull,Iceland-SE,Stratovolcano,64,-16.65,2119,1.11701072127637,-0.290597320457056,POINT(-16.65 64)
"Orizaba, Pico de",México,Stratovolcano,19.03,-97.27,5675,0.332136156654521,-1.69768176341488,POINT(-97.27 19.03)
Orosí,Costa Rica,Stratovolcanoes,10.98,-85.47,1659,0.191637151868977,-1.49173291167955,POINT(-85.47 10.98)
Oshima,Izu Is-Japan,Stratovolcano,34.72,139.4,764,0.605978316292431,2.43298897728009,POINT(139.4 34.72)
Oshima-Oshima,Hokkaido-Japan,Stratovolcano,41.51,139.37,737,0.724486172502846,2.4324653785045,POINT(139.37 41.51)
Osore-yama,Honshu-Japan,Stratovolcano,41.28,141.12,879,0.720471915223259,2.4630086404144,POINT(141.12 41.28)
Osorno,Chile-S,Stratovolcano,-41.1,-72.49,2652,-0.717330322569669,-1.26518917477069,POINT(-72.49 -41.1)
Ostanets,Kamchatka,Shield volcanoes,52.15,157.32,719,0.910189204915043,2.74575197923748,POINT(157.32 52.15)
Ostry,Kamchatka,Stratovolcano,58.18,160.82,2552,1.0154325588103,2.80683850305728,POINT(160.82 58.18)
Otdelniy,Kamchatka,Shield volcanoes,52.22,157.43,791,0.911410935391439,2.74767184141467,POINT(157.43 52.22)
Cerro Overo,Chile-N,Maar,-23.516667,-67.666667,4555,-0.410443268245097,-1.18100613300059,POINT(-67.666667 23.516667)
Ozernoy,Kamchatka,Shield volcano,51.88,157.38,562,0.905476815934658,2.74679917678868,POINT(157.38 51.88)
Pacaya,Guatemala,Complex volcano,14.38,-90.6,2552,0.250978346436785,-1.58126830230686,POINT(-90.6 14.38)
Paco,Mindanao-Philippines,Stratovolcano,9.59,125.52,524,0.167377075266256,2.19073727710328,POINT(125.52 9.59)
Pagan,Mariana Is-C Pacific,Stratovolcanoes,18.13,145.8,570,0.316428193386572,2.54469004940773,POINT(145.8 18.13)
Pago,New Britain-SW Pac,Caldera,-5.58,150.52,742,-0.097389372261284,2.62706959010186,POINT(150.52 -5.58)
Paka,Africa-E,Shield volcano,0.92,36.18,1697,0.016057029118348,0.631460123371548,POINT(36.18 0.92)
Palei-Aike Volc Field,Chile-S,Cinder cones,-52,-70,282,-0.907571211037051,-1.22173047639603,POINT(-70 -52)
Palomo,Chile-C,Stratovolcano,-34.61,-70.3,4860,-0.604058454115237,-1.22696646415201,POINT(-70.3 -34.61)
Paluweh,Lesser Sunda Is,Stratovolcano,-8.32,121.71,875,-0.145211393765928,2.1242402326023,POINT(121.71 -8.32)
Pampa Luxsar,Bolivia,Volcanic field,-20.85,-68.2,5543,-0.363901149040818,-1.19031454986013,POINT(-68.2 -20.85)
Panarea,Italy,Stratovolcano,38.63,15.07,421,0.67422069004541,0.263021118275545,POINT(15.07 38.63)
Pantelleria,Italy,Shield volcano,36.77,12.02,836,0.641757565958315,0.209788576089718,POINT(12.02 36.77)
