Name{string},Location{string},Type{string},Latitude{decimal},Longitude{decimal},Elevation (m){decimal},SHPLATRAD{decimal},SHPLONRAD{decimal},Point_Features{point}
Sodore,Ethiopia,Pyroclastic cones,8.43,39.35,1765,0.147131255943122,0.686787060659769,POINT(39.35 8.43)
Sofugan,Izu Is-Japan,Stratovolcano,29.79,140.35,99,0.519933584169111,2.44956960517404,POINT(140.35 29.79)
Sollipulli,Chile-C,Caldera,-38.97,-71.52,2282,-0.68015480950219,-1.24825948102634,POINT(-71.52 -38.97)
"Solo, El",Chile-N,Stratovolcano,-27.11,-68.72,6190,-0.473158760215663,-1.1993902619705,POINT(-68.72 -27.11)
Soputan,Sulawesi-Indonesia,Stratovolcano,1.11,124.73,1784,0.019373154697137,2.17694917601253,POINT(124.73 1.11)
Sorikmarapi,Sumatra,Stratovolcano,0.69,99.54,2145,0.012042771838761,1.73730073743516,POINT(99.54 0.69)
Sork Ale,Ethiopia,Stratovolcano,13.18,41.73,1611,0.230034395412853,0.728325896857234,POINT(41.73 13.18)
Sotará,Colombia,Stratovolcano,2.11,-76.59,4400,0.03682644721708,-1.33674767410246,POINT(-76.59 2.11)
Soufrière Guadeloupe,W Indies,Stratovolcano,16.05,-61.67,1467,0.28012534494509,-1.0763445497049,POINT(-61.67 16.05)
Soufrière Hills,W Indies,Stratovolcano,16.72,-62.18,915,0.291819050933452,-1.08524572889007,POINT(-62.18 16.72)
Soufrière St. Vincent,W Indies,Stratovolcano,13.33,-61.18,1220,0.232652389290844,-1.06779243637013,POINT(-61.18 13.33)
South Island,Africa-E,Stratovolcano,2.63,36.6,800,0.045902159327451,0.638790506229925,POINT(36.6 2.63)
South Sister,US-Oregon,Complex volcano,44.1,-121.77,3157,0.769690200129499,-2.1252874301535,POINT(-121.77 44.1)
Southern EPR-Segment I,Pacific-E,Submarine volcano,-18.53,-113.42,-2600,-0.323409510394549,-1.97955243761197,POINT(-113.42 -18.53)
Southern EPR-Segment J,Pacific-E,Submarine volcano,-18.18,-113.35,-2650,-0.317300858012569,-1.97833070713557,POINT(-113.35 -18.18)
Southern EPR-Segment K,Pacific-E,Submarine volcano,-17.44,-113.21,-2566,-0.304385421547811,-1.97588724618278,POINT(-113.21 -17.44)
SP Mountain,US-Arizona,Cinder Cone,35.6,-111.6,2141,0.621337213709981,-1.94778744522567,POINT(-111.6 35.6)
Spectrum Range,Canada,Shield volcano,57.43,-130.68,2430,1.00234258942034,-2.28079626650619,POINT(-130.68 57.43)
Spokoiny,Kamchatka,Stratovolcano,58.13,160.82,2171,1.0145598941843,2.80683850305728,POINT(160.82 58.13)
Spurr,Alaska-SW,Stratovolcano,61.3,-152.25,3374,1.06988683147252,-2.65726378616137,POINT(-152.25 61.3)
Squaw Ridge Lava Field,US-Oregon,Volcanic field,43.47,-120.75,1711,0.758694625841935,-2.10748507178315,POINT(-120.75 43.47)
Srednii,Kuril Is,Submarine volcano,47.6,152.92,36,0.830776723949301,2.66895749214973,POINT(152.92 47.6)
St. Andrew Strait,Admiralty Is-SW Pacific,Complex volcano,-2.38,147.35,270,-0.041538836197465,2.57174265281364,POINT(147.35 -2.38)
St. Catherine,W Indies,Stratovolcano,12.15,-61.67,840,0.212057504117311,-1.0763445497049,POINT(-61.67 12.15)
St. Helens,US-Washington,Stratovolcano,46.2,-122.18,2549,0.80634211442138,-2.13244328008667,POINT(-122.18 46.2)
St. Michael,Alaska-W,Shield volcanoes,63.45,-162.12,715,1.1074114103904,-2.82952778333321,POINT(-162.12 63.45)
St. Paul,Indian O.-S,Stratovolcano,-38.72,77.53,268,-0.675791486372204,1.3531537690712,POINT(77.53 -38.72)
St. Paul Island,Alaska-W,Shield volcano,57.18,-170.3,203,0.997979266290358,-2.97229571614634,POINT(-170.3 57.18)
Steller,Alaska Peninsula,Stratovolcano,58.43,-154.4,2272,1.01979588194029,-2.69478836507924,POINT(-154.4 58.43)
Stepovak,Alaska Peninsula,Cinder cones,55.93,-160,1555,0.976162650640429,-2.79252680319093,POINT(-160 55.93)
Stromboli,Italy,Stratovolcano,38.79,15.21,924,0.677013216848601,0.265464579228337,POINT(15.21 38.79)
Sturge Island,Antarctica,Stratovolcano,-67.4,164.83,1167,-1.17635191584418,2.87682620606225,POINT(164.83 -67.4)
Suchitán,Guatemala,Stratovolcanoes,14.4,-89.78,2042,0.251327412287183,-1.56695660244051,POINT(-89.78 14.4)
Süphan Dagi,Turkey,Stratovolcano,38.92,42.82,4158,0.679282144876193,0.747349985703972,POINT(42.82 38.92)
Tenerife,Canary Is,Stratovolcano,28.27,-16.64,3715,0.493404579538797,-0.290422787531856,POINT(-16.64 28.27)
Suiyo Seamount,Izu Is-Japan,Submarine volcano,28.6,140.63,-1418,0.499164166070378,2.45445652707963,POINT(140.63 28.6)
Sukaria Caldera,Lesser Sunda Is,Caldera,-8.79,121.77,1500,-0.153414441250301,2.1252874301535,POINT(121.77 -8.79)
Sulu Range,New Britain-SW Pac,Stratovolcanoes,-5.5,150.94,610,-0.095993108859688,2.63439997296024,POINT(150.94 -5.5)
Sumaco,Ecuador,Stratovolcano,-0.54,-77.63,3990,-0.009424777960769,-1.3548990983232,POINT(-77.63 -0.54)
Sumbing,Sumatra,Stratovolcano,-2.41,101.73,2507,-0.042062434973063,1.77552344805383,POINT(101.73 -2.41)
Sumbing,Java,Stratovolcano,-7.38,110.07,3371,-0.128805298797182,1.92108390767016,POINT(110.07 -7.38)
Sumiyoshi-ike,Kyushu-Japan,Maars,31.77,130.59,100,0.554491103358598,2.27922547017939,POINT(130.59 31.77)
Sundoro,Java,Stratovolcano,-7.3,109.99,3136,-0.127409035395586,1.91968764426856,POINT(109.99 -7.3)
Sunset Crater,US-Arizona,Cinder cone,35.37,-111.5,2447,0.617322956430394,-1.94604211597368,POINT(-111.5 35.37)
Suoh,Sumatra,Calderas,-5.25,104.27,1000,-0.091629785729702,1.81985481105449,POINT(104.27 -5.25)
Supply Reef,Mariana Is-C Pacific,Submarine volcano,20.13,145.1,-8,0.351334778426458,2.53247274464377,POINT(145.1 20.13)
Suretamatai,Vanuatu-SW Pacific,Complex volcano,-13.8,167.47,921,-0.240855436775218,2.9229028983149,POINT(167.47 -13.8)
Suswa,Africa-E,Shield volcano,-1.18,36.35,2356,-0.020594885173533,0.634427183099939,POINT(36.35 -1.18)
Suwanose-jima,Ryukyu Is,Stratovolcanoes,29.64,129.72,799,0.517315590291119,2.26404110568704,POINT(129.72 29.64)
SW Usangu Basin,Africa-E,Lava domes,-8.75,33.8,2179,-0.152716309549504,0.589921287174083,POINT(33.8 -8.75)
Taal,Luzon-Philippines,Caldera,14,120.99,311,0.244346095279206,2.11167386198794,POINT(120.99 14)
Taapaca,Chile-N,Complex volcano,-18.1,-69.5,5860,-0.315904594610974,-1.21300383013606,POINT(-69.5 -18.1)
Table Top-Wide Bay,Aleutian Is,Cinder cones,53.97,-166.68,792,0.94195419730134,-2.90911479722415,POINT(-166.68 53.97)
Taburete,El Salvador,Stratovolcano,13.44,-88.53,1172,0.234572251468038,-1.54513998679058,POINT(-88.53 13.44)
Tacaná,México,Stratovolcano,15.13,-92.11,4060,0.264068315826742,-1.60762277401198,POINT(-92.11 15.13)
Tacora,Chile-N,Stratovolcano,-17.72,-69.77,5980,-0.309272343453395,-1.21771621911644,POINT(-69.77 -17.72)
Tafahi,Tonga-SW Pacific,Stratovolcano,-15.85,-173.72,560,-0.276634686441101,-3.03198597656455,POINT(-173.72 -15.85)
Taftan,Iran,Stratovolcano,28.6,61.13,3940,0.499164166070378,1.06691977174413,POINT(61.13 28.6)
Tahalra Volc Field,Africa-N,Pyroclastic cones,22.67,5,1467,0.395666141427115,0.087266462599717,POINT(5 22.67)
Tahual,Guatemala,Stratovolcano,14.43,-89.9,1716,0.251851011062782,-1.5690509975429,POINT(-89.9 14.43)
"Tair, Jebel at",Red Sea,Stratovolcano,15.55,41.83,244,0.271398698685118,0.730071226109228,POINT(41.83 15.55)
Tajumulco,Guatemala,Stratovolcano,15.03,-91.9,4220,0.262322986574748,-1.60395758258279,POINT(-91.9 15.03)
Takahara,Honshu-Japan,Stratovolcano,36.9,139.78,1795,0.644026493985908,2.43962122843767,POINT(139.78 36.9)
Takahe,Antarctica,Shield volcano,-76.28,-112.08,3460,-1.33133715342128,-1.95616502563525,POINT(-112.08 -76.28)
Takawangha,Aleutian Is,Stratovolcano,51.87,-178.01,1449,0.905302283009459,-3.10686060147511,POINT(-178.01 51.87)
Takuan Group,Bougainville-SW Pacific,Volcanic complex,-6.44,155.61,2210,-0.112399203828435,2.71590684902838,POINT(155.61 -6.44)
Talagabodas,Java,Stratovolcano,-7.21,108.07,2201,-0.125838239068791,1.88617732263027,POINT(108.07 -7.21)
Talakmau,Sumatra,Complex volcano,0.08,99.98,2919,0.001396263401595,1.74498018614393,POINT(99.98 0.08)
Talang,Sumatra,Stratovolcano,-0.98,100.68,2597,-0.017104226669545,1.75719749090789,POINT(100.68 -0.98)
Tambo Quemado,Bolivia,Pyroclastic shield,-18.62,-68.75,4215,-0.324980306721344,-1.1999138607461,POINT(-68.75 -18.62)
Tambora,Lesser Sunda Is,Stratovolcano,-8.25,118,2850,-0.143989663289532,2.05948851735331,POINT(118 -8.25)
Tampomas,Java,Stratovolcano,-6.77,107.95,1684,-0.118158790360016,1.88408292752788,POINT(107.95 -6.77)
Tana,Aleutian Is,Stratovolcanoes,52.83,-169.77,1170,0.922057443828604,-2.96304547111077,POINT(-169.77 52.83)
Tanaga,Aleutian Is,Stratovolcanoes,51.89,-178.15,1806,0.905651348859858,-3.1093040624279,POINT(-178.15 51.89)
Tandikat,Sumatra,Stratovolcanoes,-0.43,100.32,2438,-0.007504915783576,1.75091430560071,POINT(100.32 -0.43)
Tangaroa,New Zealand,Submarine volcano,-36.32,178.03,600,-0.633903584324341,3.10720966732551,POINT(178.03 -36.32)
Tangkubanparahu,Java,Stratovolcano,-6.77,107.6,2084,-0.118158790360016,1.8779742751459,POINT(107.6 -6.77)
Tao-Rusyr Caldera,Kuril Is,Stratovolcano,49.35,154.7,1325,0.861319985859202,2.70002435283523,POINT(154.7 49.35)
"Tara, Batu",Lesser Sunda Is,Stratovolcano,-7.79,123.58,748,-0.135961148730358,2.15687788961459,POINT(123.58 -7.79)
Tarakan,Halmahera-Indonesia,Pyroclastic cones,1.83,127.83,318,0.031939525311496,2.23105438282435,POINT(127.83 1.83)
Taryatu-Chulutu,Mongolia,Volcanic field,48.17,99.7,2400,0.840725100685668,1.74009326423835,POINT(99.7 48.17)
Tat Ali,Ethiopia,Shield volcano,13.28,41.07,700,0.231779724664847,0.716806723794071,POINT(41.07 13.28)
Tata Sabaya,Bolivia,Stratovolcano,-19.13,-68.53,5430,-0.333881485906515,-1.19607413639171,POINT(-68.53 -19.13)
Tateshina,Honshu-Japan,Stratovolcanoes,36.1,138.3,2530,0.630063859969953,2.41379035550816,POINT(138.3 36.1)
Tate-yama,Honshu-Japan,Stratovolcano,36.57,137.59,2621,0.638266907454326,2.401398517819,POINT(137.59 36.57)
Ta'u,Samoa-SW Pacific,Shield volcano,-14.23,-169.45,931,-0.248360352558793,-2.95746041750439,POINT(-169.45 -14.23)
Taunshits,Kamchatka,Stratovolcano,54.53,159.8,2353,0.951728041112508,2.78903614468694,POINT(159.8 54.53)
Taupo,New Zealand,Caldera,-38.82,176,760,-0.677536815624199,3.07177948351002,POINT(176 -38.82)
Taveuni,Fiji Is-SW Pacific,Shield volcano,-16.82,-179.97,1241,-0.293564380185446,-3.14106905481419,POINT(-179.97 -16.82)
Tavui,New Britain-SW Pac,Caldera,-4.12,152.2,200,-0.071907565182166,2.65639112153537,POINT(152.2 -4.12)
Teahitia,Society Is-C Pacific,Submarine volcano,-17.57,-148.85,-1400,-0.306654349575404,-2.59792259159356,POINT(-148.85 -17.57)
Tecapa,El Salvador,Stratovolcano,13.49,-88.5,1593,0.235444916094035,-1.54461638801498,POINT(-88.5 13.49)
Tecuamburro,Guatemala,Stratovolcano,14.16,-90.41,1845,0.247138622082397,-1.57795217672807,POINT(-90.41 14.16)
Telica,Nicaragua,Stratovolcanoes,12.6,-86.85,1061,0.219911485751285,-1.51581845535708,POINT(-86.85 12.6)
Telomoyo,Java,Stratovolcano,-7.37,110.4,1894,-0.128630765871982,1.92684349420174,POINT(110.4 -7.37)
"Telong, Bur ni",Sumatra,Stratovolcano,4.77,96.82,2617,0.08325220532013,1.68982778178091,POINT(96.82 4.77)
Tengchong,SE Asia,Pyroclastic cones,25.23,98.5,2865,0.44034657027817,1.71914931321442,POINT(98.5 25.23)
Tengger Caldera,Java,Stratovolcanoes,-7.94,112.95,2329,-0.13857914260835,1.97134939012759,POINT(112.95 -7.94)
Tenorio,Costa Rica,Stratovolcanoes,10.67,-85.02,1916,0.186226631187795,-1.48387893004558,POINT(-85.02 10.67)
Teon,Banda Sea,Stratovolcano,-6.92,129.13,655,-0.120776784238008,2.25374366310028,POINT(129.13 -6.92)
Tepi,Ethiopia,Shield volcano,7.42,35.43,2728,0.129503430497979,0.618370153981591,POINT(35.43 7.42)
Terceira,Azores,Stratovolcanoes,38.73,-27.32,1023,0.675966019297404,-0.476823951644851,POINT(-27.32 38.73)
Terpuk,Kamchatka,Shield volcano,57.2,159.83,765,0.998328332140757,2.78955974346254,POINT(159.83 57.2)
Theistareykjarbunga,Iceland-NE,Shield volcano,65.88,-16.83,564,1.14982291121386,-0.293738913110646,POINT(-16.83 65.88)
Three Fingered Jack,US-Oregon,Shield volcano,44.5,-121.8,2390,0.776671517137477,-2.12581102892909,POINT(-121.8 44.5)
Thule Islands,Antarctica,Stratovolcanoes,-59.45,-27.37,1075,-1.03759824031063,-0.477696616270848,POINT(-27.37 -59.45)
Tiatia,Kuril Is,Stratovolcano,44.35,146.26,1819,0.774053523259485,2.55271856396691,POINT(146.26 44.35)
Ticsani,Perú,Lava domes,-16.76,-70.6,5408,-0.29251718263425,-1.232202451908,POINT(-70.6 -16.76)
Tidore,Halmahera-Indonesia,Stratovolcano,0.66,127.4,1730,0.011519173063163,2.22354946704078,POINT(127.4 0.66)
Tigalalu,Halmahera-Indonesia,Stratovolcano,0.07,127.42,422,0.001221730476396,2.22389853289117,POINT(127.42 0.07)
"Tigre, El",El Salvador,Stratovolcano,13.47,-88.43,1640,0.235095850243636,-1.54339465753859,POINT(-88.43 13.47)
"Tigre, Isla el",Honduras,Stratovolcano,13.27,-87.64,783,0.231605191739647,-1.52960655644783,POINT(-87.64 13.27)
Tilocalar,Chile-N,Stratovolcanoes,-23.97,-68.13,3116,-0.418355421703041,-1.18909281938374,POINT(-68.13 -23.97)
Tinakula,Santa Cruz Is-SW Pacific,Stratovolcano,-10.38,165.8,851,-0.181165176357011,2.8937558998066,POINT(165.8 -10.38)
Tindfjallajökull,Iceland-S,Stratovolcano,63.78,-19.57,1463,1.11317099692198,-0.34156093461529,POINT(-19.57 63.78)
Tinguiririca,Chile-C,Stratovolcano,-34.81,-70.35,4280,-0.607549112619226,-1.22783912877801,POINT(-70.35 -34.81)
Tipas,Argentina,Complex volcano,-27.2,-68.55,6660,-0.474729556542458,-1.19642320224211,POINT(-68.55 -27.2)
Titila,Kamchatka,Shield volcanoes,57.4,160.1,1559,1.00181899064475,2.79427213244292,POINT(160.1 57.4)
Tlevak Strait-Suemez Is.,Alaska-E,Volcanic field,55.25,-133.3,50,0.964294411726867,-2.32652389290844,POINT(-133.3 55.25)
Toba,Sumatra,Caldera,2.58,98.83,2157,0.045029494701454,1.724908899746,POINT(98.83 2.58)
Tobaru,Halmahera-Indonesia,Unknown,1.63,127.67,1035,0.028448866807508,2.22826185602116,POINT(127.67 1.63)
Todoko-Ranu,Halmahera-Indonesia,Calderas,1.25,127.47,979,0.021816615649929,2.22477119751717,POINT(127.47 1.25)
Todra Volc Field,Africa-N,Cinder cones,17.68,8.5,1780,0.308574211752597,0.148352986419518,POINT(8.5 17.68)
Tofua,Tonga-SW Pacific,Caldera,-19.75,-175.07,515,-0.34470252726888,-3.05554792146647,POINT(-175.07 -19.75)
"Tôh, Tarso",Africa-N,Volcanic field,21.33,16.33,2000,0.37227872945039,0.285012266850674,POINT(16.33 21.33)
Tokachi,Hokkaido-Japan,Stratovolcanoes,43.42,142.69,2077,0.757821961215938,2.49041030967071,POINT(142.69 43.42)
Tolbachik,Kamchatka,Shield volcano,55.83,160.33,3682,0.974417321388434,2.79828638972251,POINT(160.33 55.83)
Tolguaca,Chile-C,Stratovolcano,-38.31,-71.65,2806,-0.668635636439028,-1.25052840905394,POINT(-71.65 -38.31)
"Tolima, Nevado del",Colombia,Stratovolcano,4.67,-75.33,5200,0.081506876068135,-1.31475652552733,POINT(-75.33 4.67)
Tolimán,Guatemala,Stratovolcano,14.61,-91.19,3158,0.254992603716372,-1.59156574489363,POINT(-91.19 14.61)
Tolmachev Dol,Kamchatka,Cinder cones,52.63,157.58,1021,0.918566785324616,2.75028983529266,POINT(157.58 52.63)
"Toluca, Nevado de",México,Stratovolcano,19.11,-99.76,4680,0.333532420056116,-1.74114046178954,POINT(-99.76 19.11)
Tombel Graben,Africa-W,Cinder cones,4.75,9.67,500,0.082903139469731,0.168773338667852,POINT(9.67 4.75)
Tondano Caldera,Sulawesi-Indonesia,Caldera,1.23,124.83,1202,0.02146754979953,2.17869450526452,POINT(124.83 1.23)
Toney Mountain,Antarctica,Shield volcano,-75.8,-115.83,3595,-1.3229595730117,-2.02161487258503,POINT(-115.83 -75.8)
Tongariro,New Zealand,Stratovolcanoes,-39.13,175.64,1978,-0.682947336305381,3.06549629820284,POINT(175.64 -39.13)
Tongkoko,Sulawesi-Indonesia,Stratovolcano,1.52,125.2,1149,0.026529004630314,2.1851522234969,POINT(125.2 1.52)
Tore,Bougainville-SW Pacific,Lava cone,-5.83,154.93,2200,-0.101752695391269,2.70403861011481,POINT(154.93 -5.83)
Torfajökull,Iceland-S,Stratovolcano,63.92,-19.17,1259,1.11561445787478,-0.334579617607313,POINT(-19.17 63.92)
Tori-shima,Izu Is-Japan,Stratovolcano,30.48,140.31,394,0.531976356007872,2.44887147347324,POINT(140.31 30.48)
Toroeng Prong,SE Asia,Cinder cone,14.93,108,800,0.260577657322753,1.88495559215388,POINT(108 14.93)
"Tortuga, Isla",México,Shield volcano,27.43,-111.98,210,0.478743813822045,-1.95441969638325,POINT(-111.98 27.43)
Tosa Sucha,Ethiopia,Cinder cones,5.93,37.57,1650,0.103498024643264,0.65572019997427,POINT(37.57 5.93)
To-shima,Izu Is-Japan,Stratovolcano,34.52,139.28,508,0.602487657788443,2.4308945821777,POINT(139.28 34.52)
"Toussidé, Tarso",Africa-N,Stratovolcano,21.03,16.45,3265,0.367042741694407,0.287106661953067,POINT(16.45 21.03)
Towada,Honshu-Japan,Caldera,40.47,140.92,1159,0.706334748282105,2.45951798191041,POINT(140.92 40.47)
Traitor's Head,Vanuatu-SW Pacific,Stratovolcano,-18.75,169.23,837,-0.327249234748937,2.95362069315,POINT(169.23 -18.75)
Tres Vírgenes,México,Stratovolcanoes,27.47,-112.59,1940,0.479441945522842,-1.96506620482042,POINT(-112.59 27.47)
Tri Sestry,Kuril Is,Stratovolcano,45.93,149.92,998,0.801629725440996,2.6165976145899,POINT(149.92 45.93)
Trident,Alaska Peninsula,Stratovolcano,58.24,-155.1,1864,1.0164797563615,-2.7070056698432,POINT(-155.1 58.24)
Trindade,Atlantic-C,Stratovolcano,-20.51,-29.33,600,-0.357967029584037,-0.511905069609937,POINT(-29.33 -20.51)
Tristan da Cunha,Atlantic-S,Shield volcano,-37.09,-12.28,2060,-0.647342619564697,-0.214326432144904,POINT(-12.28 -37.09)
Trocon,Argentina,Lava domes,-37.73,-70.9,2500,-0.658512726777461,-1.23743843966398,POINT(-70.9 -37.73)
"Trois Pitons, Morne",W Indies,Complex volcano,15.37,-61.33,1387,0.268257106031528,-1.07041043024812,POINT(-61.33 15.37)
Tromen,Argentina,Stratovolcanoes,-37.14,-70.03,3978,-0.648215284190694,-1.22225407517163,POINT(-70.03 -37.14)
Tronador,Chile-S,Stratovolcano,-41.16,-71.89,3491,-0.718377520120866,-1.25471719925872,POINT(-71.89 -41.16)
Tseax River Cone,Canada,Pyroclastic cone,55.12,-128.9,609,0.962025483699274,-2.24972940582069,POINT(-128.9 55.12)
Tshibinda,Africa-C,Cinder cones,-2.32,28.75,1460,-0.040491638646269,0.50178215994837,POINT(28.75 -2.32)
Tskhouk-Karckar,Armenia,Pyroclastic cones,39.73,46.02,3000,0.693419311817347,0.803200521767791,POINT(46.02 39.73)
Tsurumi,Kyushu-Japan,Lava domes,33.28,131.43,1584,0.580845575063713,2.29388623589615,POINT(131.43 33.28)
"Tujle, Cerro",Chile-N,Maar,-23.83,-67.95,3550,-0.415911960750249,-1.18595122673015,POINT(-67.95 -23.83)
Tullu Moje,Ethiopia,Pumice cone,8.16,39.13,2349,0.142418866962737,0.682947336305381,POINT(39.13 8.16)
Tumble Buttes,US-California,Cinder cones,40.68,-121.55,2191,0.709999939711293,-2.12144770579911,POINT(-121.55 40.68)
Tungnafellsjökull,Iceland-NE,Stratovolcano,64.73,-17.92,1535,1.12975162481593,-0.312763001957384,POINT(-17.92 64.73)
Tungurahua,Ecuador,Stratovolcano,-1.47,-78.44,5023,-0.025656340004317,-1.36903626526435,POINT(-78.44 -1.47)
Tunkin Depression,Russia-SE,Volcanic field,51.5,102.5,1200,0.89884456477708,1.78896248329419,POINT(102.5 51.5)
Tupungatito,Chile-C,Stratovolcano,-33.4,-69.8,6000,-0.582939970166106,-1.21823981789204,POINT(-69.8 -33.4)
Turrialba,Costa Rica,Stratovolcano,10.03,-83.77,3340,0.175056523975031,-1.46206231439565,POINT(-83.77 10.03)
Tutuila,Samoa-SW Pacific,Tuff cones,-14.3,-170.7,653,-0.249582083035189,-2.97927703315432,POINT(-170.7 -14.3)
Tutupaca,Perú,Stratovolcano,-17.03,-70.36,5815,-0.297229571614634,-1.22801366170321,POINT(-70.36 -17.03)
Tuya Volc Field,Canada,Volcanic field,59.37,-130.58,2123,1.03620197690903,-2.2790509372542,POINT(-130.58 59.37)
"Tuzgle, Cerro",Argentina,Stratovolcano,-24.05,-66.48,5500,-0.419751685104636,-1.16029488672583,POINT(-66.48 -24.05)
Tuzovsky,Kamchatka,Shield volcanoes,57.32,159.97,1533,1.00042272724315,2.79200320441533,POINT(159.97 57.32)
Twin Buttes,US-California,Cinder cones,40.78,-121.59,1631,0.711745268963288,-2.12214583749991,POINT(-121.59 40.78)
Ubehebe Craters,US-California,Maars,37.02,-117.45,752,0.646120889088301,-2.04988920646734,POINT(-117.45 37.02)
Ubinas,Perú,Stratovolcano,-16.36,-70.9,5672,-0.285535865626272,-1.23743843966398,POINT(-70.9 -16.36)
Udina,Kamchatka,Stratovolcanoes,55.76,160.53,2923,0.973195590912038,2.8017770482265,POINT(160.53 55.76)
Udokan Plateau,Russia-SE,Pyroclastic cones,56.28,117.77,2180,0.982271303022409,2.05547426007372,POINT(117.77 56.28)
Ugashik-Peulik,Alaska Peninsula,Stratovolcano,57.75,-156.37,1474,1.00792764302673,-2.72917135134353,POINT(-156.37 57.75)
Uinkaret Field,US-Arizona,Volcanic field,36.38,-113.13,1555,0.634950781875537,-1.97449098278118,POINT(-113.13 36.38)
Uka,Kamchatka,Shield volcano,57.7,160.58,1643,1.00705497840073,2.80264971285249,POINT(160.58 57.7)
Ukinrek Maars,Alaska Peninsula,Maars,57.83,-156.51,91,1.00932390642832,-2.73161481229632,POINT(-156.51 57.83)
Uksichan,Kamchatka,Shield volcano,56.08,158.38,1692,0.97878064451842,2.76425246930862,POINT(158.38 56.08)
Ulawun,New Britain-SW Pac,Stratovolcano,-5.05,151.33,2334,-0.088139127225714,2.64120675704302,POINT(151.33 -5.05)
Uliaga,Aleutian Is,Stratovolcano,53.07,-169.77,888,0.926246234033391,-2.96304547111077,POINT(-169.77 53.07)
Ulreung,Korea,Stratovolcano,37.5,130.87,984,0.654498469497874,2.28411239208498,POINT(130.87 37.5)
Umboi,New Guinea-NE of,Complex volcano,-5.59,147.88,1548,-0.097563905186483,2.58099289784921,POINT(147.88 -5.59)
Undara,Australia,Shield volcano,-18.25,144.75,1020,-0.318522588488965,2.52636409226179,POINT(144.75 -18.25)
Ungaran,Java,Stratovolcano,-7.18,110.33,2050,-0.125314640293193,1.92562176372534,POINT(110.33 -7.18)
Unnamed,Georgia,Cinder cones,42.45,44.25,3750,0.740892267471593,0.772308194007491,POINT(44.25 42.45)
Unnamed,Georgia,Lava cones,41.55,43.6,3400,0.725184304203644,0.760963553869528,POINT(43.6 41.55)
Unnamed,Ethiopia,Pyroclastic cones,8.7,39.63,1300,0.151843644923507,0.691673982565353,POINT(39.63 8.7)
Unnamed,Ethiopia,Fissure vents,8.62,38.95,1800,0.150447381521911,0.679805743651791,POINT(38.95 8.62)
Unnamed,Ethiopia,Fissure vents,8.07,39.07,1800,0.140848070635942,0.681900138754185,POINT(39.07 8.07)
Unnamed,Ethiopia,Cinder cones,5.65,37.67,1200,0.09861110273768,0.657465529226264,POINT(37.67 5.65)
Unnamed,Syria,Volcanic field,33,36.43,945,0.575958653158129,0.635823446501534,POINT(36.43 33)
Unnamed,Tonga-SW Pacific,Submarine volcano,-24.8,-177.02,-385,-0.432841654494594,-3.08958184188036,POINT(-177.02 -24.8)
Unnamed,Tonga-SW Pacific,Submarine volcano,-21.15,-175.75,-65,-0.369137136796801,-3.06741616038003,POINT(-175.75 -21.15)
Unnamed,Tonga-SW Pacific,Submarine volcano,-21.38,-175.65,-500,-0.373151394076388,-3.06567083112804,POINT(-175.65 -21.38)
Unnamed,Tonga-SW Pacific,Submarine volcano,-20.85,-175.53,-13,-0.363901149040818,-3.06357643602565,POINT(-175.53 -20.85)
Unnamed,Tonga-SW Pacific,Submarine volcano,-18.33,-174.37,-40,-0.319918851890561,-3.04333061670251,POINT(-174.37 -18.33)
Unnamed,Admiralty Is-SW Pacific,Submarine volcano,-3.03,147.78,-1300,-0.052883476335428,2.57924756859722,POINT(147.78 -3.03)
Unnamed,New Guinea-NE of,Submarine volcano ?,-4.31,146.26,-2000,-0.075223690760956,2.55271856396691,POINT(146.26 -4.31)
Unnamed,Solomon Is-SW Pacific,Submarine volcanoes,-8.92,158.03,-240,-0.155683369277894,2.75814381692664,POINT(158.03 -8.92)
Unnamed,Vanuatu-SW Pacific,Stratovolcanoes,-16.99,168.59,216,-0.296531439913837,2.94245058593724,POINT(168.59 -16.99)
Unnamed,SW Pacific,Submarine volcano,-25.78,168.63,-2400,-0.449945881164138,2.94314871763804,POINT(168.63 -25.78)
Unnamed,Sangihe Is-Indonesia,Submarine volcano ?,3.97,124.17,-5000,0.069289571304175,2.16717533220136,POINT(124.17 3.97)
Unnamed,Luzon-N of,Submarine volcano,20.33,121.75,-24,0.354825436930447,2.1249383643031,POINT(121.75 20.33)
Unnamed,Taiwan-E of,Submarine volcano ?,19.17,132.25,-10,0.334579617607313,2.3081979357625,POINT(132.25 19.17)
Unnamed,Taiwan-E of,Submarine volcano ?,20.93,134.75,-6000,0.365297412442413,2.35183116706236,POINT(134.75 20.93)
Unnamed,Taiwan-E of,Submarine volcano,21.83,121.18,-115,0.381005375710362,2.11498998756673,POINT(121.18 21.83)
Unnamed,Taiwan-N of,Submarine volcano,25.4,122.2,-100,0.44331363000656,2.13279234593707,POINT(122.2 25.4)
Unnamed,Volcano Is-Japan,Submarine volcano ?,26.13,144.48,-3200,0.456054533546118,2.52165170328141,POINT(144.48 26.13)
Unnamed,Kuril Is,Submarine volcano,45.03,147.21,-930,0.785921762173047,2.56929919186085,POINT(147.21 45.03)
Unnamed,Kuril Is,Submarine volcano ?,46.1,150.5,-100,0.804596785169386,2.62672052425147,POINT(150.5 46.1)
